Name	Name_id	Type	Review	N_review	Phone
Martiniello's Pizzeria	martiniellos-pizzeria-jackson-heights	pizza	4.5	3	+17187794733
Burger King	burger-king-woodside-2	hotdogs	2.5	9	+17187794875
Airways Pizza Gyro & Restaurant	airways-pizza-gyro-and-restaurant-east-elmhurst-2	pizza	3.0	65	+17187795548
Tacos Veloz	tacos-veloz-corona	mexican	3.0	5	+17187795608
Joey's Pizza	joeys-pizza-maspeth	pizza	3.5	90	+17187795880
Hush Cafe Lounge & Garden	hush-cafe-lounge-and-garden-maspeth	danceclubs	3.0	46	+17187796061
Casa Colombia	casa-colombia-jackson-heights	colombian	3.0	28	+17187796459
Friends Corner Cafe	friends-corner-cafe-jackson-heights	himalayan	3.5	29	+17187796777
Ho Mei	ho-mei-corona	restaurants	5.0	3	+17187796903
Miracali Bakery	miracali-bakery-jackson-heights	bakeries	3.5	18	+17187797175
Pizzeria & Taqueria Restaurant	pizzeria-and-taqueria-restaurant-queens	pizza	4.0	1	+17187797200
Al Araf Halal Fried Chicken	al-araf-halal-fried-chicken-new-york	steak	3.0	13	+17187797375
Fortune Garden	fortune-garden-maspeth	chinese	3.0	13	+17187797383
Dunkin' Donuts	dunkin-donuts-flushing-10	donuts	1.5	8	+17187797459
Spicy Tibet	spicy-tibet-jackson-heights	himalayan	4.0	36	+17187797500
Popeyes	popeyes-elmhurst	hotdogs	3.0	20	+17187797728
Charo Restaurant  #3	charo-restaurant-3-corona-3	dominican	3.5	6	+17187797730
La Gitana Two	la-gitana-two-corona	colombian	4.0	1	+17187797797
La Espiga Bakery	la-espiga-bakery-corona	bakeries	4.5	2	+17187797898
Playground Authentic Thai Cuisine	playground-authentic-thai-cuisine-jackson-heights	karaoke	4.0	85	+17187797912
Pollos A La Brasa Marion	pollos-a-la-brasa-marion-woodside-2	colombian	3.0	29	+17187798100
Hunan K Restaurant	hunan-k-restaurant-woodside	chinese	2.0	8	+17187798177
Asian Taste 86	asian-taste-86-elmhurst	asianfusion	3.5	37	+17187798686
Rainhas Churrascaria	rainhas-churrascaria-corona	brazilian	3.5	244	+17187798808
Subway	subway-woodside-2	sandwiches	3.0	2	+17187799166
Dunkin' Donuts	dunkin-donuts-jackson-heights-5	donuts	3.5	10	+17187799249
Kennedy Fried Chicken	kennedy-fried-chicken-corona	hotdogs	5.0	7	+17187799337
El Callao Restaurant	el-callao-restaurant-corona	spanish	3.5	2	+17187799400
Black Star Bakery	black-star-bakery-williamsburg	coffee	4.5	39	+17187820060
Burger King	burger-king-new-york-44	hotdogs	3.0	6	+17187820222
Oslo Coffee Roasters	oslo-coffee-roasters-new-york	coffee	4.5	174	+17187820332
Rabbithole Restaurant	rabbithole-restaurant-brooklyn	newamerican	4.0	552	+17187820910
Dokebi Bar & Grill	dokebi-bar-and-grill-brooklyn	korean	3.5	281	+17187821424
Ramen Yebisu	ramen-yebisu-new-york	ramen	3.0	279	+17187821444
Koharu Japanese Restaurant	koharu-japanese-restaurant-williamsburg	sushi	2.5	23	+17187821496
Taj Kabab King	taj-kabab-king-brooklyn	indpak	3.5	230	+17187821722
Singas Famous Pizza	singas-famous-pizza-brooklyn-5	pizza	3.0	31	+17187822100
J.K. & Sons Restaurant	j-k-and-sons-restaurant-brooklyn	diners	3.0	25	+17187822366
Bistro Petit	bistro-petit-brooklyn	newamerican	4.0	256	+17187822582
Crown Fried Chicken	crown-fried-chicken-bedford-stuyvesant	hotdogs	3.5	3	+17187822701
Cubana Social	cubana-social-brooklyn-3	cuban	3.5	372	+17187823334
Videology Bar & Cinema	videology-bar-and-cinema-brooklyn-2	movietheaters	4.0	108	+17187823468
Semilla	semilla-williamsburg-2	tradamerican	4.0	85	+17187823474
Williams & Bailey	williams-and-bailey-brooklyn	burgers	3.5	101	+17187823500
Princesa Bakery	princesa-bakery-brooklyn-3	bakeries	3.5	31	+17187823822
Kellogg's Diner	kelloggs-diner-brooklyn	diners	3.0	411	+17187824502
The Grand Bar and Grill	the-grand-bar-and-grill-brooklyn	gastropubs	4.5	72	+17187824726
The Woods	the-woods-brooklyn	bars	3.5	334	+17187824955
Mike's Pizza	mikes-pizza-brooklyn-2	italian	3.5	12	+17187825011
Roebling Pizza	roebling-pizza-brooklyn	pizza	4.0	81	+17187825042
The Bagel Store	the-bagel-store-brooklyn-14	bagels	3.5	505	+17187825856
Mizu	mizu-brooklyn	japanese	3.5	148	+17187826666
New Fun Sing	new-fun-sing-brooklyn-2	chinese	3.5	6	+17187826915
Los Angeles Bakery	los-angeles-bakery-brooklyn	bakeries	3.5	12	+17187827023
Vinnie's Pizzeria	vinnies-pizzeria-brooklyn	pizza	4.0	481	+17187827078
Pinkerton Wine Bar	pinkerton-wine-bar-brooklyn	wine_bars	4.0	87	+17187827171
Le Barricou	le-barricou-brooklyn	breakfast_brunch	4.0	885	+17187827372
Triple Shot World Atlas Cafe	triple-shot-world-atlas-cafe-new-york-2	sandwiches	4.5	15	+17187827470
Kam Sing	kam-sing-brooklyn	cantonese	3.5	37	+17187827596
LA Burrito	la-burrito-brooklyn-2	mexican	3.5	191	+17187827728
Golden Dragon Kitchen	golden-dragon-kitchen-brooklyn	chinese	3.5	14	+17187828024
Mesa Coyoacan	mesa-coyoacan-brooklyn	mexican	4.0	614	+17187828171
Fiore	fiore-brooklyn-2	italian	4.0	333	+17187828222
Lo-Res Bar	lo-res-bar-brooklyn	bars	5.0	5	+17187828370
Sumo Japanese Restaurant	sumo-japanese-restaurant-brooklyn	japanese	3.0	74	+17187828400
The Drink	the-drink-brooklyn	bars	3.5	126	+17187828463
Grand Ferry Tavern	grand-ferry-tavern-brooklyn	cocktailbars	4.0	74	+17187828500
Juniper	juniper-brooklyn-2	burgers	4.0	428	+17187828777
Cow & Clover	cow-and-clover-brooklyn-2	newamerican	4.0	135	+17187828810
Cafe Argentino	cafe-argentino-brooklyn	argentine	4.0	144	+17187829477
Carmine's Pizzeria	carmines-pizzeria-brooklyn	pizza	4.0	321	+17187829659
Ali's Trinidad Roti Shop	alis-trinidad-roti-shop-brooklyn-2	trinidadian	4.0	176	+17187830316
Little Cupcake Bakeshop	little-cupcake-bakeshop-prospect-heights	cupcakes	4.0	72	+17187830770
Chick P	chick-p-brooklyn	falafel	4.0	176	+17187831525
Natural Blend	natural-blend-brooklyn	caribbean	4.5	129	+17187831737
SoCo	soco-brooklyn	cajun	4.0	1372	+17187831936
Nahm Thai Kitchen	nahm-thai-kitchen-brooklyn	thai	4.0	181	+17187831984
Luigi's Pizzeria	luigis-pizzeria-brooklyn-4	pizza	4.5	201	+17187832430
King Pizza & Fried Chicken	king-pizza-and-fried-chicken-brooklyn-2	pizza	3.5	15	+17187832728
The Chocolate Room	the-chocolate-room-brooklyn	chocolate	4.5	488	+17187832900
Mezcals Mexican Restaurant	mezcals-mexican-restaurant-brooklyn-4	mexican	2.5	77	+17187833276
Dean Street	dean-street-brooklyn	bars	3.5	195	+17187833326
Nathan's Famous	nathans-famous-brooklyn-7	hotdog	4.0	2	+17187833744
Rose Water Restaurant	rose-water-restaurant-brooklyn	newamerican	4.0	512	+17187833800
Hong Kong Cafe	hong-kong-cafe-brooklyn	chinese	3.5	16	+17187833838
Blue Sky Bakery	blue-sky-bakery-brooklyn	bakeries	4.5	222	+17187834123
Al Di La Trattoria	al-di-la-trattoria-brooklyn	italian	4.0	657	+17187834565
Black Swan	black-swan-brooklyn	gastropubs	3.5	600	+17187834744
Mozzarella Kosher	mozzarella-kosher-brooklyn	sushi	5.0	1	+17187835555
McDonald's	mcdonalds-brooklyn-35	burgers	1.5	19	+17187835766
Urban Vintage	urban-vintage-brooklyn	coffee	4.5	216	+17187836045
Mario's Pizzeria	marios-pizzeria-brooklyn-163	pizza	2.5	18	+17187836565
Roma Pizza & Restaurant	roma-pizza-and-restaurant-brooklyn	pizza	4.0	148	+17187837334
Not Just Pizza	not-just-pizza-brooklyn	pizza	3.5	8	+17187838015
Brooklyn Exposure	brooklyn-exposure-brooklyn-2	tradamerican	3.5	15	+17187838220
Country House Diner	country-house-diner-brooklyn	diners	2.5	25	+17187838652
Salva Vida	salva-vida-brooklyn	mexican	3.0	78	+17187839000
Seattle Cafe	seattle-cafe-long-island-city	sandwiches	2.0	24	+17187840002
J & M Bakery	j-and-m-bakery-astoria	bakeries	4.0	3	+17187841511
Skillman's Famous Pizza and Coffee Shop	skillmans-famous-pizza-and-coffee-shop-sunnyside	pizza	3.5	40	+17187841821
Domaine Wine Bar	domaine-wine-bar-long-island-city	wine_bars	4.5	120	+17187842350
Aladdin Sweets & Restaurant	aladdin-sweets-and-restaurant-astoria	desserts	3.5	27	+17187842554
Dunkin' Donuts	dunkin-donuts-long-island-city-4	donuts	4.0	3	+17187842703
Cranberry	cranberry-long-island-city	pizza	3.0	74	+17187842784
Lunchbox LIC	lunchbox-lic-long-island-city-3	cafes	4.5	56	+17187842900
Subway	subway-long-island-city-11	sandwiches	3.5	2	+17187843300
Friendly Pizza Restaurant	friendly-pizza-restaurant-long-island-city	cuban	5.0	1	+17187843505
RESOBOX	resobox-long-island-city	culturalcenter	4.0	67	+17187843680
Friendly Restaurant	friendly-restaurant-long-island-city-2	chinese	3.5	40	+17187843891
Nita's European Bakery	nitas-european-bakery-sunnyside	bakeries	4.0	91	+17187844047
Harmony Romanian Restaurant	harmony-romanian-restaurant-sunnyside	mediterranean	4.0	4	+17187844651
New Asian Cuisine	new-asian-cuisine-woodside	asianfusion	4.0	5	+17187844989
The Baroness Bar	the-baroness-bar-long-island-city	wine_bars	4.0	143	+17187845065
Scandals	scandals-long-island-city	adultentertainment	2.5	13	+17187845600
Dave's Bagels & Grill	daves-bagels-and-grill-sunnyside	bagels	3.5	84	+17187846222
Boulevard Restaurant	boulevard-restaurant-long-island-city	latin	3.5	13	+17187847045
Papa John's Pizza	papa-johns-pizza-sunnyside	pizza	2.0	27	+17187847272
Five Star Bar & Grill	five-star-bar-and-grill-long-island-city	indpak	3.5	59	+17187847444
Rosa Coffee Shop	rosa-coffee-shop-long-island-city	coffee	4.0	9	+17187847906
Meera Deli	meera-deli-long-island-city	delis	2.5	3	+17187847963
Five Star Banquet and Restaurant	five-star-banquet-and-restaurant-long-island-city-2	indpak	3.5	35	+17187848484
Jack's Fire Dept	jacks-fire-dept-sunnyside	pubs	4.0	48	+17187849090
Millie's Deli & Grocery	millies-deli-and-grocery-long-island-city	delis	3.5	4	+17187849198
Bantry Bay Publick House	bantry-bay-publick-house-long-island-city-2	pubs	4.5	50	+17187849500
The Jar Bar	the-jar-bar-sunnyside-2	divebars	4.0	16	+17187849616
Lucky Pizzeria & Cafe	lucky-pizzeria-and-cafe-long-island-city-2	pizza	3.5	7	+17187849897
Courtyard Long Island City/ New York Manhattan View	courtyard-long-island-city-new-york-manhattan-view-long-island-city	hotels	4.0	8	+17187860003
BS Coffee Shop	bs-coffee-shop-astoria-2	coffee	4.0	2	+17187860777
Fresh Kitchen	fresh-kitchen-long-island-city	newamerican	5.0	9	+17187861111
Hi Tech Marketing & Communications Inc	hi-tech-marketing-and-communications-inc-long-island-city		0.0	0	+17187861308
Ny Donuts	ny-donuts-long-island-city	donuts	0.0	0	+17187861844
White Castle	white-castle-sunnyside	hotdogs	3.5	74	+17187862475
Jassi's World Famous Deli	jassis-world-famous-deli-long-island-city	delis	3.0	20	+17187862484
La Vienesa Bakery	la-vienesa-bakery-sunnyside	bakeries	3.5	17	+17187862924
Reday Group Usa	reday-group-usa-sunnyside		0.0	0	+17187863100
Dee Thai Restaurant	dee-thai-restaurant-sunnyside-191	thai	4.0	309	+17187863137
Sidetracks Restaurant & Bar	sidetracks-restaurant-and-bar-sunnyside	tradamerican	3.0	162	+17187863570
Yogurt Berry	yogurt-berry-new-york	icecream	3.5	28	+17187864210
Etto Espresso Bar	etto-espresso-bar-long-island-city	cafes	4.5	36	+17187864320
Marabella Pizzeria Restaurant	marabella-pizzeria-restaurant-sunnyside	pizza	3.5	91	+17187864635
Prima Sarabella Italian Cuisine	prima-sarabella-italian-cuisine-sunnyside	italian	3.5	28	+17187864646
Fortune Cookie	fortune-cookie-long-island-city	chinese	3.5	21	+17187864821
Ave Coffee House	ave-coffee-house-sunnyside	coffee	3.5	50	+17187865030
L.I.C. Bar	l-i-c-bar-long-island-city	bars	4.0	263	+17187865400
I Love Paraguay	i-love-paraguay-sunnyside	latin	4.5	86	+17187865534
Big NY Fried Chicken	big-ny-fried-chicken-long-island-city	chickenshop	4.5	2	+17187865571
New Dawn Restaurant	new-dawn-restaurant-long-island-city	diners	4.0	3	+17187865673
Rudar Social Club AKA United Miners Soccer Club	rudar-social-club-aka-united-miners-soccer-club-long-island-city	localservices	4.5	26	+17187865833
Hilton Garden Inn New York Long Island City  Manhattan View	hilton-garden-inn-new-york-long-island-city-manhattan-view-long-island-city	hotels	4.0	18	+17187866001
Psari Seafood Restaurant & Bar	psari-seafood-restaurant-and-bar-astoria	seafood	4.0	381	+17187866015
Manetta's Ristorante	manettas-ristorante-long-island-city	italian	4.0	256	+17187866171
WilliamsBurger	williamsburger-sunnyside	burgers	4.0	110	+17187866969
Shannon Pot	shannon-pot-long-island-city	pubs	2.5	30	+17187866992
Dazie's	dazies-sunnyside	italian	4.0	55	+17187867013
Aunt Rosie's Restaurant & Diner	aunt-rosies-restaurant-and-diner-long-island-city	diners	4.5	19	+17187867759
One Stop Pizza & Restaurant	one-stop-pizza-and-restaurant-astoria	pizza	4.0	11	+17187867861
Romanian Garden	romanian-garden-sunnyside-4	mediterranean	4.0	73	+17187867894
Burger King	burger-king-sunnyside	hotdogs	2.0	13	+17187868189
Momento Restaurant	momento-restaurant-long-island-city	mexican	3.0	31	+17187868297
Cyclo	cyclo-long-island-city	vietnamese	4.0	293	+17187868309
Four Points by Sheraton Long Island City/Queensboro Bridge	four-points-by-sheraton-long-island-city-queensboro-bridge-long-island-city	hotels	3.0	45	+17187868500
M. Wells Steakhouse	m-wells-steakhouse-long-island-city	steak	3.5	280	+17187869060
Butcher Deli & Pizza	butcher-deli-and-pizza-long-island-city	delis	3.5	3	+17187869209
Van Dam Deli	van-dam-deli-long-island-city	delis	4.0	4	+17187869826
Benny's Pizzeria	bennys-pizzeria-brooklyn	kosher	3.5	50	+17187870050
Monaco Restaurant	monaco-restaurant-brooklyn	danceclubs	3.5	17	+17187870101
Stolovaya	stolovaya-brooklyn	russian	4.0	60	+17187870120
Sundaes By The Park	sundaes-by-the-park-brooklyn-2	icecream	4.5	17	+17187871104
Pyramida Billiards & Sports Club	pyramida-billiards-and-sports-club-brooklyn	arcades	3.5	10	+17187871777
Oh! Bagel Cafe	oh-bagel-cafe-brooklyn	kosher	3.5	12	+17187872100
Suicheng the Chinese Restaurant	suicheng-the-chinese-restaurant-brooklyn	restaurants	3.5	3	+17187879517
Piccoli	piccoli-brooklyn	italian	4.0	58	+17187880006
Michael & Ping's Modern Chinese Take-Out	michael-and-pings-modern-chinese-take-out-brooklyn	chinese	3.5	189	+17187880017
Piccoli Trattoria	piccoli-trattoria-brooklyn	italian	4.0	333	+17187880066
Shin Ju Sushi	shin-ju-sushi-brooklyn	sushi	3.5	128	+17187880083
La Fe Restaurant	la-fe-restaurant-brooklyn	spanish	3.5	9	+17187880139
High Dive	high-dive-brooklyn	divebars	4.0	182	+17187880401
Woops! BakeShop	woops-bakeshop-brooklyn-2	macarons	4.0	39	+17187880511
Ines Bakery	ines-bakery-brooklyn	bakeries	3.5	32	+17187880594
Pinkberry	pinkberry-brooklyn	icecream	3.5	61	+17187880615
Grand Prospect Hall	grand-prospect-hall-brooklyn	venues	2.5	45	+17187880777
China Delight	china-delight-brooklyn	chinese	4.0	10	+17187880888
Ginger's Bar	gingers-bar-brooklyn	gaybars	3.0	77	+17187880924
Quarter	quarter-brooklyn	bars	4.0	85	+17187880989
The Sicilian	the-sicilian-brooklyn	pizza	3.0	98	+17187881050
Taksim Square 2	taksim-square-2-brooklyn-2	turkish	3.5	47	+17187881064
Rachel's Taqueria	rachels-taqueria-brooklyn	mexican	3.5	625	+17187881137
China One	china-one-brooklyn	chinese	3.0	12	+17187881166
Toby's Public House	tobys-public-house-brooklyn	pizza	4.0	277	+17187881186
Brunswick Cafe	brunswick-cafe-south-slope-5	breakfast_brunch	3.5	60	+17187881237
Daisy's Diner	daisys-diner-brooklyn	diners	3.5	238	+17187881438
Dram Shop	dram-shop-brooklyn	burgers	4.0	493	+17187881444
Brooklyn Burgers & Beer	brooklyn-burgers-and-beer-brooklyn	gastropubs	4.0	140	+17187881458
JuiceLand Brooklyn	juiceland-brooklyn-brooklyn	juicebars	4.0	38	+17187881519
Cafe Zona Sur	cafe-zona-sur-brooklyn	newamerican	4.0	226	+17187881606
Fifth Avenue Bingo Hall	fifth-avenue-bingo-hall-brooklyn	bingo	3.5	3	+17187881691
Park Slope Ale House	park-slope-ale-house-brooklyn	pubs	3.5	162	+17187881756
Number One Deli	number-one-deli-brooklyn	delis	3.0	8	+17187881846
Black Horse Pub	black-horse-pub-brooklyn-2	pubs	3.5	147	+17187881975
Castillo de Jagua	castillo-de-jagua-new-york-2	latin	4.0	7	+17187882030
Smiling Pizza	smiling-pizza-brooklyn-3	pizza	3.5	181	+17187882137
Tacos El Bronco	tacos-el-bronco-brooklyn-2	mexican	4.0	389	+17187882229
L'Albero dei Gelati	l-albero-dei-gelati-brooklyn-2	gelato	4.5	218	+17187882288
Authentic Szechuan	authentic-szechuan-park-slope	szechuan	3.5	35	+17187882299
Taste of Oriental	taste-of-oriental-brooklyn	chinese	3.5	14	+17187882613
Tea & Tea Cafe	tea-and-tea-cafe-brooklyn	taiwanese	4.5	16	+17187882628
Jpan	jpan-brooklyn	sushi	4.0	245	+17187882880
Szechuan Garden	szechuan-garden-brooklyn-4	chinese	3.5	55	+17187882886
Crespella	crespella-brooklyn	coffee	4.0	90	+17187882980
Fusion Latino	fusion-latino-brooklyn	latin	4.5	19	+17187883086
Villa Mia Pizza	villa-mia-pizza-brooklyn	pizza	3.5	34	+17187883330
Sushi Yama Asian Bistro	sushi-yama-asian-bistro-brooklyn	sushi	3.5	83	+17187883896
Smith's Tavern	smiths-tavern-brooklyn-2	pubs	3.5	27	+17187885218
Sushi Katsuei	sushi-katsuei-brooklyn	sushi	4.0	236	+17187885338
Szechuan Delight Restaurant	szechuan-delight-restaurant-brooklyn	chinese	3.0	77	+17187885408
Muse Cafe & Tea	muse-cafe-and-tea-park-slope	cafes	4.0	61	+17187885800
Asian Taste	asian-taste-brooklyn-2	asianfusion	3.5	16	+17187885878
Twin Lin's Garden	twin-lins-garden-brooklyn	chinese	3.0	10	+17187886013
Elora's Mexican and Spanish Food	eloras-mexican-and-spanish-food-brooklyn-11	spanish	3.5	156	+17187886190
Da Nonna Rosa	da-nonna-rosa-brooklyn	italian	4.0	198	+17187886225
Buttermilk Bar	buttermilk-bar-brooklyn	bars	4.0	100	+17187886297
Cafe La Morena	cafe-la-morena-brooklyn	delis	4.5	2	+17187886478
Sushi Yashin	sushi-yashin-brooklyn	japanese	4.0	57	+17187886789
Al Noor Halal Deli	al-noor-halal-deli-greenwood	halal	5.0	21	+17187887080
Peppe's Pizza Panini	peppes-pizza-panini-brooklyn-2	pizza	4.0	35	+17187887333
Old Carriage Inn	old-carriage-inn-brooklyn	sportsbars	3.0	50	+17187887747
Ha Noi Vietnamese Kitchen	ha-noi-vietnamese-kitchen-brooklyn	vietnamese	3.5	185	+17187887755
Subway	subway-brooklyn-55	sandwiches	3.5	4	+17187887888
J & L Groceries Store	j-and-l-groceries-store-brooklyn	grocery	4.5	2	+17187887894
Giovanni's Brooklyn Eats	giovannis-brooklyn-eats-brooklyn-2	italian	4.0	286	+17187888001
Surfish Peruvian Bistro	surfish-peruvian-bistro-brooklyn-2	peruvian	4.5	100	+17187888070
Los 3 Potrillos Resturant	los-3-potrillos-resturant-brooklyn	tradamerican	4.0	2	+17187888484
R & R Communications	r-and-r-communications-brooklyn-2		0.0	0	+17187888508
Farrell's	farrells-brooklyn	bars	3.5	62	+17187888779
Henry's	henrys-brooklyn	vietnamese	4.0	132	+17187888882
Lenny's Pizzeria	lennys-pizzeria-brooklyn-3	pizza	3.5	63	+17187888928
El Sabor Latino Restaurant	el-sabor-latino-restaurant-brooklyn-2	mexican	4.0	8	+17187889063
Princess Pizzeria	princess-pizzeria-brooklyn	pizza	3.5	31	+17187889111
McDonald's	mcdonalds-brooklyn-21	hotdogs	2.0	22	+17187889226
Rhythm & Booze	rhythm-and-booze-brooklyn	sportsbars	3.5	64	+17187889699
Windsor Cafe	windsor-cafe-brooklyn	diners	3.5	127	+17187889700
Saucy By Nature Catering	saucy-by-nature-catering-brooklyn-4	catering	5.0	29	+17187890177
Liberty Pizzeria	liberty-pizzeria-brooklyn	pizza	3.5	17	+17187890600
Autumn Asian Restaurant	autumn-asian-restaurant-brooklyn	chinese	4.5	5	+17187890943
Dee and Ricky's	dee-and-rickys-brooklyn	caribbean	3.0	47	+17187891111
David's Brisket House	davids-brisket-house-brooklyn	delis	4.5	297	+17187891155
Hunan Delight	hunan-delight-brooklyn	chinese	4.0	224	+17187891400
Golden Krust	golden-krust-brooklyn-19	caribbean	2.5	12	+17187891833
Canteen Delicatessen and Cafe	canteen-delicatessen-and-cafe-brooklyn	salad	3.5	102	+17187892133
BK9	bk9-brooklyn-2	caribbean	3.5	100	+17187892176
Maison May Dekalb	maison-may-dekalb-brooklyn-2	french	4.0	221	+17187892778
Mitchell's Soul Food	mitchells-soul-food-brooklyn	southern	3.5	140	+17187893212
Punta Cana Coffee Shop & Restaurant	punta-cana-coffee-shop-and-restaurant-brooklyn	mexican	3.0	32	+17187893300
Starbucks	starbucks-brooklyn-19	coffee	2.5	38	+17187893418
Ogliastro	ogliastro-brooklyn	pizza	4.0	110	+17187893700
Subway	subway-brooklyn-7	hotdogs	3.0	15	+17187893838
Pizza Town	pizza-town-brooklyn-4	pizza	3.5	49	+17187894040
Sun Luck Kitchen	sun-luck-kitchen-brooklyn	chinese	3.5	48	+17187894439
Ruby Kitchen	ruby-kitchen-brooklyn	chinese	3.5	22	+17187894633
Alarzak Boutique	alarzak-boutique-brooklyn		0.0	0	+17187895100
Graziella's	graziellas-brooklyn-11	italian	3.5	318	+17187895663
Fulton Thai	fulton-thai-brooklyn	thai	3.0	86	+17187895931
Abir Halal Restaurant	abir-halal-restaurant-brooklyn	halal	3.5	12	+17187896181
New Grace Chinese Kitchen	new-grace-chinese-kitchen-brooklyn	chinese	3.0	23	+17187896296
Bergen Bagels on Fulton	bergen-bagels-on-fulton-brooklyn	bagels	3.0	100	+17187896400
Breukelen Coffee House	breukelen-coffee-house-brooklyn	coffee	3.5	225	+17187897070
Bergen Bagels	bergen-bagels-brooklyn-2	bagels	4.0	227	+17187897600
Kitchen Grill Indian Restaurant	kitchen-grill-indian-restaurant-brooklyn	indpak	4.5	187	+17187897800
Primrose Cafe	primrose-cafe-brooklyn	cafes	3.0	80	+17187897890
